,text_q,text_a,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
249,"can a child who has been immunized for chicken pox, still develop it? and, if so, would it present the same way or would it potentially be a variation of the typical presentation?
","Although rare, some people may get chickenpox even after being immunized; however the illness is generally much milder than if they had not been immunized.  
You can find more information about chickenpox in the HealthLinkBC File: Facts About Chickenpox.  If you have questions about your child's health, we recommend that you contact your health care provider of HealthLinkBC at 8-1-1. 
- Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"Do you have to wait 4 weeks after a varicella vaccination to take Dukoral?
","The chickenpox (varicella) vaccine is a live vaccine given by injection (paternally). Dukoral is an inactivated Cholera and ETEC Diarrhea Vaccine taken by mouth (orally). If you have questions about a travel vaccine and how to take it, speak with the travel health care provider that prescribed the vaccine.
As a general principle, live vaccines and inactivated vaccines do not interfere with one another, so they don't need to be separated by any time frame. Live vaccines are made from a weakened version of the germ (virus or bacteria) that causes the disease. Inactivated vaccines are made from a killed germ (or parts of the germ for subunit vaccines) that causes the disease. Since the vaccine does not contain a live germ, there is no growth of the germ in the vaccinated person.
Immunization Nurse
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
251,"Can a person get measles twice?
","Individuals who have had previous measles disease are considered immune for life and should not get measles for a second time.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
252,"My newborn is 8 weeks old today which is 11th of July and has to be vaccinated but has been given a doctor's appointment on the 18th which is a week later, will this be ok?
","Your baby should be fine. For best protection against disease, it's advised that children get vaccinated starting at 2 months of age and that they follow the recommended schedule as closely as possible. We recommend that you make an appointment for the 2nd set of vaccines when you see your doctor. If getting an appointment is a problem, you can also contact your local health unit. You will find the number here.
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,"Are there any blood fractions, cells, or anything to do with blood products used in the shingles vaccine.
","Vaccines do not contain human or animal cells or tissues. Read more about vaccine ingredients here. A list of the ingredients in each approved vaccine in Canada can be found in the Canadian Immunization Guide or the vaccine's product monograph available through Health Canada's Drug Product Database.
Immunization Nurse
	 
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,"I have a friend who does not live in Canada but wants to have her child take immunization in BC. Is her child allowed to be immunized in BC? And where can she find the information?
","The routine immunization schedule is intended for residents of BC and is publicly funded (free). Vaccines may be available for purchase from some doctors' offices, pharmacies (for those 5 years of age and older) and travel health clinics.  Services vary across BC.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255,"I was given what they called Toxoid shots in elementary school back in the 40's. I am now 81 years old. Should I be concerned?
","A toxoid vaccine protects against the toxin made by certain bacteria (e.g. tetanus). Toxoid vaccines are safe because they cannot cause the disease they prevent. The toxin has been inactivated (killed) so it has been made harmless, but it teaches the immune system to recognize and protect you against that bacteria (e.g. diphtheria). According to the History of Immunization in BC, in the 1940s the following vaccines were offered for protection against diphtheria and tetanus:

		TABT vaccine 1943 Tetanus toxoid, typhoid, paratyphoid A and B

		DPT 1948 Diphtheria, pertussis, and tetanus

		Diphtheria (40 LF) and tetanus (DT) 1948 Primary immunization only

	It is recommended and publicly funded (free) for adults to receive the Td vaccine every 10 years in BC. This vaccine is available from most pharmacists, some doctors' offices and all health units. Use the health unit finder.  If you have further questions about vaccine safety, read more here.

	 

	Immunization Nurse
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,"Can a person get shingles if they have had chickenpox disease or varicella vaccination?
","Yes. The same virus that causes chickenpox (the varicella-zoster virus) causes shingles. For some people who have had chickenpox, the virus can become active again later in life and cause a painful rash with blisters called shingles.  
People can also get shingles after getting the chickenpox (varicella) vaccine. However, people who get the chickenpox vaccine are less likely to have shingles later in life than people who have had chickenpox disease. Learn more about shingles and the 2 approved vaccines here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
257,"Is Prevnar-13 funded for asplenia patients?
","Prevnar 13 is given to children as a series of three doses starting at age 2 months. Prevnar 13 is funded for children 5 to 18 years of age with no spleen, or a spleen that is not working properly. The National Advisory Committee on Immunization recommends the vaccine for adults with asplenia (based on fair evidence) but it is not provided free. It can be purchased at most pharmacies and travel clinics. For more information about pneumococcal vaccines please check here. Please contact your immunization provider if you have further questions.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,"I had high dose chemotherapy and an autologous stem cell transplant in 2005 in the UK. I am an adult born in 1965 and although I had the measles as a child, all my natural immunity was lost with cancer treatment. I have not had the MMR vaccine since my treatment. Should I get it now?
","We recommend that you contact your health care provider to disuss your options. Or, you can contact your local public health unit and ask to speak to a public health nurse. You will find the number for your local health unit here.
Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"My child's immunizations are up-to-date. They are entering kindergarten in September. Do I need to get them 4-6 year immunization prior to entering Kindergarten ?
","The 4 €“ 6 year (school entry) immunizations can be given anytime between 4 and 6 years of age (i.e., at the time of school entry).  However, in general it is recommended that children receive immunizations as soon as possible once eligible.  Many public health units in BC hold kindergarten immunization clinics prior to school starting. We recommend that you contact your local public health unit to find out when clinics are offered in your area. You can find the contact information for your local public health unit here: http://immunizebc.ca/finder. 
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,"Do people who only had one MMR dose (likely born between 1979 and 1995) need a second dose to protect against mumps?
","The provincial mumps vaccine recommendations are outlined below. These recommendations may be different for select populations (for example, health care workers) and in outbreak situations.  There have been a small number of recently confirmed mumps cases in BC, however BC is not currently experiencing a mumps outbreak. 
Mumps vaccine recommendations:
One dose of mumps-containing vaccine (usually given as the MMR vaccine) is recommended for adults born in 1970 or later who do not have a history of mumps disease and laboratory confirmation of the same. The following groups need two doses:

		children as per the routine schedule

		students of post-secondary educational settings

		travelers to outside of North America
People born before 1970 are generally assumed to have acquired immunity to mumps from natural infection. However, there may be susceptible people in this age group, and those who do not have a history of mumps disease or vaccine should talk to their health care provider about getting vaccinated.    
For measles protection, two doses of the MMR vaccine are recommended for people born in 1970 or later (who do not have laboratory evidence of measles immunity).
If you are unsure if your immunizations are up-to-date, we recommend that you contact your immunizing health care provider (public health nurse, physician or pharmacist). Your immunizing health care provider can review your immunization records and let you know if you are missing any vaccines. 
An important note about immunization records:
Without a record of immunization, or proof of immunity to a disease, a person is considered unimmunized and unprotected.  You can find tips on locating immunization records here. 
Vaccination is the best protection against mumps. For more information on the MMR vaccine, see the HealthLinkBC File: Measles, Mumps, Rubella (MMR) Vaccine.
For information about mumps disease, see the HealthLinkBC File: Mumps.
- Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
261,"I am breast and bottle feeding, and baby is 8 weeks old. when is immunity built after giving the two months vaccine? we are traveling soon.
","Most of the vaccines a baby receives at 2 months of age are inactivated (non live) vaccines, which require multiple doses (e.g., at 2, 4, 6 months of age). In general, the first dose does not produce full protective immunity, but €œprimes€ the immune system. A full protective immune response typically develops after the second or third dose.
If you are travelling with your baby, please talk to your health care provider and consult with a travel health clinic. Vaccine information for travellers is posted here.
Immunization Nurse
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
